model,accuracy,precision_macro,recall_macro,f1_macro
svm_rbf,0.8536184210526315,0.8576688037679622,0.8383838383838386,0.8448754115107878
random_forest,0.7072368421052632,0.73890481798318,0.6677177177177177,0.6649663565794096
